Unnamed: 0,tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,__target__
11404,5.68139144515314e+17,0.6344,Cancelled Flight,0.3333,US Airways,BigDavew2k,0.0,usairway spend cost flight get free room transport airport,"[46.3144754, 11.0480288]",2015-02-18 12:05:02 -0800,,,0
11177,5.68455524599132e+17,0.3469,,0.0,US Airways,riascott39,0.0,usairway 657 daughter candic togeth babi,"[40.7587979, -73.9623427]",2015-02-19 09:02:13 -0800,New York,Eastern Time (US & Canada),1
1240,5.69869960195006e+17,1.0,Customer Service Issue,0.6397,United,Kris_KAS,0.0,unit email custom care via websit form long wait rachel resolv issu im still irrit w unit,"[41.8755616, -87.6244212]",2015-02-23 06:42:40 -0800,"Chicago, Illinois",,0
1411,5.69730682949399e+17,1.0,,0.6307488939105613,United,JasmineDT,0.0,unit your earli frontrunn best airlin oscars2016,"[40.7587979, -73.9623427]",2015-02-22 21:29:14 -0800,"New York City, New York",Eastern Time (US & Canada),2
5771,5.68618050745864e+17,1.0,Late Flight,1.0,Southwest,PeterSanto29,0.0,southwestair anoth delay wow,"[30.2711286, -97.7436995]",2015-02-19 19:48:02 -0800,"Austin, Texas",Central Time (US & Canada),0
1466,5.69709246150894e+17,1.0,Customer Service Issue,0.6404,United,SomuchWhit,0.0,unit unit doesnt give 2 shit custom,"[37.7790262, -122.419906]",2015-02-22 20:04:03 -0800,San Francisco,Pacific Time (US & Canada),0
160,5.69564853460808e+17,1.0,Late Flight,0.3571,Virgin America,finslippy,0.0,virginamerica got flight told 450 todaycheck email 450 tomorrow unaccept,"[40.7587979, -73.9623427]",2015-02-22 10:30:17 -0800,"New York City, New York",Eastern Time (US & Canada),0
10050,5.69557167411479e+17,1.0,Lost Luggage,1.0,US Airways,AuroraBIZ,0.0,usairway pretti upset drove philli mhtt still info bag what deal,"[40.7587979, -73.9623427]",2015-02-22 09:59:45 -0800,"New York City, New York",Eastern Time (US & Canada),0
6498,5.67814896965124e+17,1.0,Cancelled Flight,1.0,Southwest,kyddsr,0.0,southwestair yeah 4 rebook tomorrow hope 3rd time charm cancel flightl flight,"[30.2711286, -97.7436995]",2015-02-17 14:36:35 -0800,"Austin, Texas",Central Time (US & Canada),0
65,5.69982307634795e+17,0.6814,,0.0,Virgin America,1stcrown,0.0,virginamerica flight 0736 dal dca 224 210pm tri check could statu pleas,"[30.2711286, -97.7436995]",2015-02-23 14:09:06 -0800,"Austin, Texas",Central Time (US & Canada),1
5184,5.69273409252827e+17,1.0,Lost Luggage,1.0,Southwest,nealmo,0.0,southwestair 3 hr wout bag return us flight 2464 cancel flightl mayb put coupl peopl,"[30.2711286, -97.7436995]",2015-02-21 15:12:12 -0800,Austin,Central Time (US & Canada),0
5903,5.68495601471648e+17,1.0,,0.6307488939105613,Southwest,ravulapati,0.0,southwestair 4467 152 225 503 25 226th,"[19.593801499999998, -155.42837009716908]",2015-02-19 11:41:28 -0800,Hawaii,Hawaii,1
2304,5.6926732333013e+17,1.0,Customer Service Issue,1.0,United,SmallMol,0.0,unit hold phone well half hour wait make reserv chang want make onlin help,"[41.8755616, -87.6244212]",2015-02-21 14:48:01 -0800,"Chicago, Illinois",,0
11316,5.68216411404808e+17,1.0,Customer Service Issue,1.0,US Airways,ximplosionx,0.0,usairway softwar broken call custom support fix like said earlier yell develop,"[40.7587979, -73.9623427]",2015-02-18 17:12:04 -0800,"New York City, New York",Eastern Time (US & Canada),0
1465,5.69709350903632e+17,1.0,,0.6307488939105613,United,Girlsurgeon,0.0,unit excel reliabl happycustom,"[37.7790262, -122.419906]",2015-02-22 20:04:28 -0800,"San Francisco, California",Pacific Time (US & Canada),2
8318,5.68489782298477e+17,0.6503,,0.6307488939105613,Delta,alanbestnyc,0.0,jetblu en rout airport rebook ticket refund,"[-0.2201641, -78.5123274]",2015-02-19 11:18:20 -0800,Quito,Quito,2
6170,5.68165260605014e+17,0.6667,,0.6307488939105613,Southwest,SarahFigge,0.0,southwestair pit gate a1 big shout ladi tri track,"[32.7762719, -96.7968559]",2015-02-18 13:48:48 -0800,Dallas,,2
2886,5.68847735530644e+17,1.0,,0.6307488939105613,United,rkjohnson2,0.0,unit current board food menu avail anywher onlin,"[41.8755616, -87.6244212]",2015-02-20 11:00:43 -0800,Chicago,,1
5170,5.69285184605987e+17,1.0,Customer Service Issue,1.0,Southwest,sailorchick9705,0.0,southwestair hold two hour final hung abl need without custom servic eventu,"[32.7762719, -96.7968559]",2015-02-21 15:58:59 -0800,"Dallas, Texas",,0
5076,5.69364328857641e+17,1.0,Customer Service Issue,0.6397,Southwest,JCRU28,0.0,southwestair hold 25 hour wait speak someon cancel flightl flight philli orl,"[40.7587979, -73.9623427]",2015-02-21 21:13:28 -0800,"New York City, New York",Eastern Time (US & Canada),0
6027,5.68429191546278e+17,1.0,,0.6307488939105613,Southwest,maxwellsantoro,0.0,southwestair thank integr passbook io work much better,"[40.7587979, -73.9623427]",2015-02-19 07:17:34 -0800,"New York City, New York",Eastern Time (US & Canada),2
7596,5.6951957131459e+17,1.0,,0.6307488939105613,Delta,N_Brennan,0.0,jetblu bag still fli free start charg thank,"[33.7489924, -84.3902644]",2015-02-22 07:30:21 -0800,"Atlanta, Georgia",,1
8496,5.68206634758984e+17,1.0,Can't Tell,1.0,Delta,Alealmrivas,0.0,jetblu u suck big donkey ball,"[39.7392364, -104.984862]",2015-02-18 16:33:13 -0800,"Denver, Colorado",Mountain Time (US & Canada),0
3173,5.68615812594078e+17,1.0,Can't Tell,0.6633,United,rdahlstrom99,0.0,unit freak worthless hate airlin,"[41.8755616, -87.6244212]",2015-02-19 19:39:08 -0800,"Chicago, Illinois",,0
8011,5.68876769455055e+17,1.0,,0.6307488939105613,Delta,MomEsq10,0.0,jetblu ill take 3 round trip ticket closest warmest place pleas negativedegre buffalo snowwillnevermelt,"[33.7489924, -84.3902644]",2015-02-20 12:56:05 -0800,"Atlanta, Georgia",,1
9477,5.69914295854739e+17,0.6575,Customer Service Issue,0.6575,US Airways,jhughes1025,0.0,usairway cant book flight onlin phone custom servic usual great anyth help,"[64.4459613, -149.680909]",2015-02-23 09:38:51 -0800,Alaska,Alaska,0
10831,5.6883903600726e+17,1.0,Lost Luggage,1.0,US Airways,G_Will_Eye_Am,0.0,usairway wait bag 25min phl bag claim,"[46.3144754, 11.0480288]",2015-02-20 10:26:09 -0800,,,0
4103,5.67822613608718e+17,0.6782,Late Flight,0.3678,United,cslhilo,0.0,unit im hope dont miss lax ito connect look forward stuck lax overnight teamagain,"[19.593801499999998, -155.42837009716908]",2015-02-17 15:07:15 -0800,Hawaii,Hawaii,0
3177,5.68612911222026e+17,1.0,Cancelled Flight,0.6594,United,Mosborne13,0.0,unit fantast night wait 3 hour delay airplan alert us flight cancel flight land whatstatu,"[30.2711286, -97.7436995]",2015-02-19 19:27:37 -0800,Austin,Central Time (US & Canada),0
7854,5.69177868221202e+17,1.0,,0.6307488939105613,Delta,jaredmooreski,0.0,jetblu ok thank quick respons jetblu still best comp,"[33.7489924, -84.3902644]",2015-02-21 08:52:33 -0800,Atlanta,,2
561,5.70277418642121e+17,0.6695,Can't Tell,0.3356,United,logainne,0.0,unit email addressusernam signon avail,"[40.7587979, -73.9623427]",2015-02-24 09:41:46 -0800,"New York City, New York",Eastern Time (US & Canada),0
2076,5.69385496675295e+17,1.0,Customer Service Issue,0.6714,United,JSJ35,0.0,unit that apolog say,"[40.7587979, -73.9623427]",2015-02-21 22:37:35 -0800,"New York City, New York",Eastern Time (US & Canada),0
929,5.70005000643957e+17,1.0,Lost Luggage,1.0,United,mattscottcrum,0.0,unit flysaa lost baggag heard differ thing differ employe unit flysaa said noth,"[39.7392364, -104.984862]",2015-02-23 15:39:16 -0800,"Denver, Colorado",Mountain Time (US & Canada),0
6557,5.67780076926693e+17,1.0,Customer Service Issue,1.0,Southwest,KentScheidegger,0.0,southwestair possibl call swa phone put hold hour cut,"[32.7762719, -96.7968559]",2015-02-17 12:18:13 -0800,Dallas,,0
9060,5.70259268844315e+17,1.0,,0.6307488939105613,US Airways,DaveKrupinski,0.0,usairway im unabl use depart flight still use return flight,"[40.7587979, -73.9623427]",2015-02-24 08:29:39 -0800,"New York City, New York",Eastern Time (US & Canada),1
10192,5.69495664729727e+17,1.0,Customer Service Issue,1.0,US Airways,Jabis4,0.0,usairway gf hold 4 hour call drop help need flight,"[40.7587979, -73.9623427]",2015-02-22 05:55:21 -0800,"New York City, New York",Eastern Time (US & Canada),0
11629,5.67861901603901e+17,1.0,Customer Service Issue,1.0,US Airways,PndrewCress,0.0,usairway commit excel 2b prais get wrong citi 2 day late flight right one 3 day late flight customerservic,"[46.3144754, 11.0480288]",2015-02-17 17:43:22 -0800,,,0
3116,5.68657247896789e+17,1.0,Late Flight,1.0,United,Mosborne13,0.0,unit u kept passeng wait night 4 plane put servic leav everyon strand night inexcus,"[30.2711286, -97.7436995]",2015-02-19 22:23:47 -0800,Austin,Central Time (US & Canada),0
11134,5.68487367536996e+17,0.6531,Cancelled Flight,0.3265,US Airways,JimmyisAble,0.0,usairway understood sympathet get 100 back shouldnt pay especi switch flight,"[29.99894707, -90.27229299]",2015-02-19 11:08:45 -0800,Hawaii,Hawaii,0
4612,5.69980137346708e+17,0.6774,,0.0,Southwest,Soldier_Gomez,0.0,southwestair 18,"[34.395342, -111.763275]",2015-02-23 14:00:29 -0800,Arizona,Arizona,1
2641,5.6897539823666e+17,1.0,Late Flight,1.0,United,DustinDreams,0.0,unit 2 hour flight turn 330 ordealsigh,"[29.98498519, -95.3338971]",2015-02-20 19:28:00 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
9170,5.70084406204998e+17,1.0,Customer Service Issue,1.0,US Airways,worldwideweg,0.0,usairway one pick phone day opportun leav voicemail,"[46.3144754, 11.0480288]",2015-02-23 20:54:48 -0800,,,0
5295,5.69209051260678e+17,0.676,,0.0,Southwest,SebastianAC,0.0,southwestair never got flight confirm ive hold hour cant get info onlin,"[-0.2201641, -78.5123274]",2015-02-21 10:56:27 -0800,Quito,Quito,1
7842,5.69191191448818e+17,0.6582,,0.0,Delta,kaitlynrosati,0.0,jetblu minut spare,"[37.7790262, -122.419906]",2015-02-21 09:45:29 -0800,"San Francisco, California",Pacific Time (US & Canada),1
9143,5.7012597619522e+17,0.3469,Customer Service Issue,0.3469,US Airways,EmilyClapp,0.0,usairway thank reach hope request fix remain loyal custom,"[46.3144754, 11.0480288]",2015-02-23 23:39:59 -0800,,,0
3850,5.68081386520723e+17,1.0,Bad Flight,0.3566,United,grgortiz,0.0,unit dont post link articl verifi initi complaint 20 comment say thing harri,"[39.7392364, -104.984862]",2015-02-18 08:15:31 -0800,"Denver, Colorado",Mountain Time (US & Canada),0
6039,5.68425421240455e+17,0.6531,Customer Service Issue,0.6531,Southwest,thisnamerocks2,0.0,southwestair sent conf number yesterday,"[32.7762719, -96.7968559]",2015-02-19 07:02:35 -0800,"Dallas, Texas",,0
5057,5.69483821080453e+17,1.0,Cancelled Flight,0.701,Southwest,kimwatsontanner,0.0,southwestair stuck nyc flight cancel flightl 2 day row long wait time phone run swa help,"[37.7790262, -122.419906]",2015-02-22 05:08:18 -0800,"San Francisco, California",Pacific Time (US & Canada),0
7869,5.6914608463276e+17,1.0,,0.6307488939105613,Delta,joespurr,0.0,jetblu may check 17monthold child foldup crib free flight tomorrow similar polici infant car seat,"[40.7587979, -73.9623427]",2015-02-21 06:46:15 -0800,"New York City, New York",Eastern Time (US & Canada),1
10622,5.69117360965194e+17,1.0,Flight Booking Problems,0.6714,US Airways,shaun_g,0.0,usairway bump peopl flight ten minut takeoff flight overbook fail,"[-1.2832533, 36.8172449]",2015-02-21 04:52:07 -0800,Nairobi,Nairobi,0
4199,5.67782346833687e+17,1.0,Lost Luggage,1.0,United,MeaganKristenC,0.0,unit hi jh experi unit entir disgust ye id like assist get compens bag,"[45.1960403, -63.1653789]",2015-02-17 12:27:15 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
11699,5.67808843373105e+17,1.0,Customer Service Issue,1.0,US Airways,staciesater,0.0,usairway anyon work today anyon want pick phone,"[25.8801693, -80.14141202]",2015-02-17 14:12:32 -0800,"Austin, Texas",Central Time (US & Canada),0
10049,5.69557662997852e+17,1.0,Customer Service Issue,1.0,US Airways,teammccabe,0.0,usairway josephtrei cant believ advic call custom servic hold 3 hr morn final gave,"[40.7587979, -73.9623427]",2015-02-22 10:01:43 -0800,"New York City, New York",Eastern Time (US & Canada),0
9160,5.70097596913623e+17,1.0,Customer Service Issue,0.6574,US Airways,miguellem90,0.0,usairway thank noth bought two tix disney friend cant go eat 400 plu 600 new 1,"[40.7587979, -73.9623427]",2015-02-23 21:47:13 -0800,"New York City, New York",Eastern Time (US & Canada),0
6360,5.67972426027565e+17,1.0,Customer Service Issue,0.6633,Southwest,hil_billy,0.0,southwestair websit downnnnn ugh,"[40.7587979, -73.9623427]",2015-02-18 01:02:33 -0800,New York,Eastern Time (US & Canada),0
4364,5.7028723814529e+17,1.0,,0.6307488939105613,Southwest,briman007,0.0,southwestair sure pleas follow,"[40.7587979, -73.9623427]",2015-02-24 10:20:47 -0800,"New York City, New York",Eastern Time (US & Canada),1
6236,5.68105481018823e+17,1.0,,0.6307488939105613,Southwest,OJ27Canelo,0.0,southwestair passport time trip could still fli photo id thingsishouldknow ifeeldumb,"[32.7762719, -96.7968559]",2015-02-18 09:51:16 -0800,Dallas,,1
505,5.70307847281615e+17,1.0,,0.6307488939105613,United,CoreyAStewart,0.0,unit thank take care mr happi custom,"[40.7587979, -73.9623427]",2015-02-24 11:42:41 -0800,"New York City, New York",Eastern Time (US & Canada),2
808,5.70072252026376e+17,1.0,,0.6307488939105613,United,The5y5Adm1n,0.0,unit pleas help ethiopia adopt two year old child exist confirm need add child reserv,"[41.8755616, -87.6244212]",2015-02-23 20:06:30 -0800,Chicago,,1
3040,5.68782405965713e+17,0.355,,0.0,United,KristinMcNeil,0.0,unit thank,"[30.2711286, -97.7436995]",2015-02-20 06:41:07 -0800,"Austin, Texas",Central Time (US & Canada),1
614,5.70249806540452e+17,1.0,longlines,0.6951,United,JohnJReid,0.0,unit 768 logan board gong show due lax carri enforc bin full coat room bag u need better system,"[37.7790262, -122.419906]",2015-02-24 07:52:03 -0800,"San Francisco, California",Pacific Time (US & Canada),0
5072,5.69372333267395e+17,0.6869,Cancelled Flight,0.6869,Southwest,Angela_Meyers,0.0,southwestair flight cancel flightl bwi pbi cant get monday chanc seat open flight 222,"[40.7587979, -73.9623427]",2015-02-21 21:45:17 -0800,"New York City, New York",Eastern Time (US & Canada),0
2632,5.68983296018752e+17,1.0,Customer Service Issue,1.0,United,The_CW,0.0227272727272727,unit time respond everyon els complaint mine lost custom,"[30.2711286, -97.7436995]",2015-02-20 19:59:23 -0800,"Austin, Texas",Central Time (US & Canada),0
8708,5.67918173992911e+17,1.0,Late Flight,0.6496,Delta,komal102,0.0,jetblu peopl kept say due weather flight go directli boston even flight,"[40.7587979, -73.9623427]",2015-02-17 21:26:58 -0800,"New York City, New York",Eastern Time (US & Canada),0
1909,5.69525760337162e+17,1.0,Cancelled Flight,0.684,United,ATL_Attorney,0.0,unit involuntarili bump passeng cant guarante anoth flight three day,"[-0.2201641, -78.5123274]",2015-02-22 07:54:57 -0800,Quito,Quito,0
4589,5.69994437390021e+17,0.6804,,0.0,Southwest,davidgoodson71,0.0,southwestair honesti alway polici,"[32.7762719, -96.7968559]",2015-02-23 14:57:18 -0800,Dallas,,1
10367,5.69347552484729e+17,1.0,Late Flight,0.7,US Airways,EllenFord,0.0,usairway phlairport flight 837 land 1030 pm still plane help,"[-0.2201641, -78.5123274]",2015-02-21 20:06:49 -0800,Quito,Quito,0
8411,5.68412747324486e+17,0.6645,,0.6307488939105613,Delta,klorbe,0.0,jetblu would go back aruba flew jfk bestplanesev bestflightev,"[33.7489924, -84.3902644]",2015-02-19 06:12:14 -0800,Atlanta,,1
11129,5.68490964173627e+17,0.6885,Bad Flight,0.3505,US Airways,EmmaTyrer,0.0,usairway hear lot instead feedback get back home,"[51.5073359, -0.12765]",2015-02-19 11:23:02 -0800,London,London,0
2571,5.69035887956271e+17,1.0,Customer Service Issue,1.0,United,alexreznik,0.0,unit bad custom servic nyc week ago think move,"[37.7790262, -122.419906]",2015-02-20 23:28:22 -0800,"San Francisco, California",Pacific Time (US & Canada),0
7383,5.69632519387099e+17,0.6421,Bad Flight,0.3265,Delta,arthurhasher,0.0,jetblu token 7500 goodwil voucher passeng stuck flight 136 phoenix today 3 hour mark 27000 per passeng,"[33.7489924, -84.3902644]",2015-02-22 14:59:10 -0800,"Atlanta, Georgia",,0
7096,5.6993786210945e+17,1.0,,0.6307488939105613,Delta,Mz_Undrst00d,0.0,jetblu fleet fleek,"[40.7587979, -73.9623427]",2015-02-23 11:12:29 -0800,"New York City, New York",Eastern Time (US & Canada),1
11863,5.67725304958161e+17,1.0,Customer Service Issue,1.0,US Airways,jameypricephoto,0.0,usairway take month,"[40.7587979, -73.9623427]",2015-02-17 08:40:35 -0800,New York,Eastern Time (US & Canada),0
4123,5.67814001212809e+17,0.6632,,0.0,United,CWWMUK,0.0,unit email address write account might less like disappear,"[41.8755616, -87.6244212]",2015-02-17 14:33:02 -0800,"Chicago, Illinois",,1
7949,5.68940704451289e+17,1.0,,0.6307488939105613,Delta,SassmasterJosh,0.0,jetblu think gon na win mayweath pacquiao,"[37.7790262, -122.419906]",2015-02-20 17:10:09 -0800,"San Francisco, California",Pacific Time (US & Canada),1
9203,5.70070449406812e+17,1.0,Flight Booking Problems,0.6703,US Airways,caneryilmz,0.0,usairway fault bought onlin get twice buy twice fault bougth ticket jfk mccaren usairway,"[46.3144754, 11.0480288]",2015-02-23 19:59:21 -0800,,,0
4710,5.69910383047254e+17,0.3511,,0.0,Southwest,RenkCathy,0.0,southwestair would appreci thank,"[30.2711286, -97.7436995]",2015-02-23 09:23:18 -0800,Austin,Central Time (US & Canada),2
2135,5.69343661063823e+17,1.0,,0.6307488939105613,United,aushianya,0.0,unit question,"[41.8755616, -87.6244212]",2015-02-21 19:51:21 -0800,Chicago,,1
6963,5.69984653920211e+17,0.681,,0.6307488939105613,Delta,ericathib,0.0,jetblu everyon overreact keep swag,"[33.7489924, -84.3902644]",2015-02-23 14:18:25 -0800,Atlanta,,1
1075,5.69936348217352e+17,1.0,Cancelled Flight,1.0,United,katiedonohue,0.0,unit 2 cancel flight flight late flightr agent claim put new flight cancel flight cowork got flight delay,"[41.97758466, -87.91065356]",2015-02-23 11:06:28 -0800,"New York City, New York",Eastern Time (US & Canada),0
3073,5.68731988082999e+17,1.0,Can't Tell,1.0,United,fatihguvenen,0.0,unit oh unit much despis thee,"[30.2711286, -97.7436995]",2015-02-20 03:20:47 -0800,"Austin, Texas",Central Time (US & Canada),0
3355,5.68503048961724e+17,0.6579,Customer Service Issue,0.6579,United,DaveGraf1965,0.0,unit long 140 charact,"[45.1960403, -63.1653789]",2015-02-19 12:11:03 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
5574,5.68885971913024e+17,0.6832,Can't Tell,0.6832,Southwest,erin_christman,0.0,southwestair okaaaaay ugh im 8 min away,"[30.2711286, -97.7436995]",2015-02-20 13:32:39 -0800,"Austin, Texas",Central Time (US & Canada),0
6096,5.68238379847922e+17,1.0,,0.6307488939105613,Southwest,yancey_jake,0.0,southwestair great flight phoenix dalla tonightgreat servic time make timieyancey happi,"[32.7762719, -96.7968559]",2015-02-18 18:39:21 -0800,Dallas,,2
11682,5.67820647465804e+17,1.0,Late Flight,1.0,US Airways,shipge,0.0,usairway us 893 gate open 50 min wait great way finish 18 hour delay arriv,"[30.2711286, -97.7436995]",2015-02-17 14:59:26 -0800,"Austin, Texas",Central Time (US & Canada),0
5505,5.68942133698146e+17,1.0,,0.6307488939105613,Southwest,I_D_Girl,0.0,southwestair contest destin dragon want tri everyth go,"[32.7762719, -96.7968559]",2015-02-20 17:15:49 -0800,"Dallas, Texas",,1
354,5.68511474580066e+17,1.0,Flight Booking Problems,0.6725,Virgin America,richeyvicious,0.0,virginamerica deepli disappoint birthday promo appli trip book mere day receiv email,"[37.5780965, -122.3473099]",2015-02-19 12:44:32 -0800,"Burlingame, California",,0
4775,5.69837786930541e+17,1.0,Lost Luggage,1.0,Southwest,Maleus21,0.0,southwestair bag lost accord rep dont even know pleas help,"[30.2711286, -97.7436995]",2015-02-23 04:34:50 -0800,"Austin, Texas",Central Time (US & Canada),0
9941,5.69605604416889e+17,0.6559,Customer Service Issue,0.6559,US Airways,vasisht,0.0,usairway cant help dont put peopl hotel miss flight polici,"[40.7587979, -73.9623427]",2015-02-22 13:12:13 -0800,"New York City, New York",Eastern Time (US & Canada),0
4248,5.67752542491517e+17,1.0,Late Flight,0.6667,United,fshubert,0.0,unit ny_njairport newark land 15 minut earli lose time wait tarmac gate,"[40.7587979, -73.9623427]",2015-02-17 10:28:49 -0800,"New York City, New York",Eastern Time (US & Canada),0
10647,5.69015470025794e+17,1.0,Customer Service Issue,1.0,US Airways,_G_Stevens,0.0,usairway ive hold 75 minut wait talk someon flight tomorrow anoth number call,"[40.7587979, -73.9623427]",2015-02-20 22:07:14 -0800,"New York City, New York",Eastern Time (US & Canada),0
10916,5.68785504004497e+17,1.0,,0.6307488939105613,US Airways,rzlevinson,0.0,usairway big thank yvonn anthoni chairman desk top tier custom servic today outstand servic amp support,"[46.3144754, 11.0480288]",2015-02-20 06:53:26 -0800,,,2
8176,5.6863451588479e+17,1.0,Cancelled Flight,0.6653,Delta,Who_Knows_Me1,0.0,jetblu bag hv post board flight424 carsl 4 switch carsl 5 comed watch passeng run frm 1 othr,"[40.64656067, -73.78334045]",2015-02-19 20:53:27 -0800,Atlanta,,0
8905,5.67759774016868e+17,0.6546,,0.6307488939105613,Delta,vegecomgirl,0.0,jetblu well tri see soon jayvig,"[40.7587979, -73.9623427]",2015-02-17 10:57:33 -0800,"New York City, New York",Eastern Time (US & Canada),1
3645,5.68210563991364e+17,0.6737,Can't Tell,0.6737,United,questions_faith,0.0,unit talk themon standbi tomorrow doesnt look good may stay till friday amp that guarante,"[45.1960403, -63.1653789]",2015-02-18 16:48:49 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
7074,5.6993993219156e+17,0.3505,,0.0,Delta,LonSoCal,0.0,jetblu lol fleet fleek see yall ballin new jet deck,"[40.7587979, -73.9623427]",2015-02-23 11:20:43 -0800,"New York City, New York",Eastern Time (US & Canada),1
5226,5.69248904866337e+17,1.0,Cancelled Flight,1.0,Southwest,Tom_Fili,0.0454545454545454,southwestair flight phl fll cancel flight 221 flight avail 224 done sw,"[40.7587979, -73.9623427]",2015-02-21 13:34:49 -0800,"New York City, New York",Eastern Time (US & Canada),0
1010,5.69966909019398e+17,1.0,Customer Service Issue,1.0,United,teamcrafty,0.0,unit custom care email phone rep speak mani issu cant place 2000 charact,"[-0.2201641, -78.5123274]",2015-02-23 13:07:55 -0800,Quito,Quito,0
7715,5.69312396097004e+17,1.0,,0.6307488939105613,Delta,SusetteAG,0.0,jetblu thank speedi flight time recoveri,"[40.7587979, -73.9623427]",2015-02-21 17:47:07 -0800,"New York City, New York",Eastern Time (US & Canada),2
9563,5.6987455317581e+17,1.0,Customer Service Issue,0.6923,US Airways,MustSeeItAll_,0.0,usairway get extrem frustrat w phoneonlin servic merg frequent flyer mile,"[46.3144754, 11.0480288]",2015-02-23 07:00:55 -0800,,,0
5466,5.68970172062691e+17,1.0,Can't Tell,0.6571,Southwest,cjmo0re,0.0,southwestair everi citi nationwid sale fabul fare noth buffalo except 2 citi,"[40.7587979, -73.9623427]",2015-02-20 19:07:14 -0800,"New York City, New York",Eastern Time (US & Canada),0
6726,5.67719031634158e+17,1.0,Customer Service Issue,0.6438,Southwest,mrs_laurelanne,0.0,southwestair cant updat flight onlin bc cancel flight twice alreadi go hour 2 hold,"[32.7762719, -96.7968559]",2015-02-17 08:15:39 -0800,Dallas,,0
6291,5.6807923934344e+17,1.0,,0.6307488939105613,Southwest,JoshPishPosh,0.0,southwestair pv get approv readi go,"[32.7762719, -96.7968559]",2015-02-18 08:06:59 -0800,"Dallas, Texas",,1
1506,5.6969382039851e+17,1.0,Can't Tell,0.6941,United,cslhilo,0.0,unit understand intent inconveni catch cab back airport show wet cloth wasnt option,"[19.593801499999998, -155.42837009716908]",2015-02-22 19:02:45 -0800,Hawaii,Hawaii,0
6439,5.6785837352747e+17,1.0,,0.6307488939105613,Southwest,Capt_Smirk,0.0,southwestair black histori commerci realli sweet well done,"[40.7587979, -73.9623427]",2015-02-17 17:29:21 -0800,"New York City, New York",Eastern Time (US & Canada),2
9738,5.69686602940858e+17,1.0,Bad Flight,0.6596,US Airways,ElmiraBudMan,0.0,usairway hell overbook plane knew peopl actual seat assign inept uncar piss poorplan,"[46.3144754, 11.0480288]",2015-02-22 18:34:05 -0800,,,0
