,tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,__target__
15,5.70282469121008e+17,0.6842,Late Flight,0.3684,Virgin America,smartwatermelon,0.0,virginamerica sfopdx schedul still mia,"[37.7790262, -122.419906]",2015-02-24 10:01:50 -0800,"San Francisco, California",Pacific Time (US & Canada),0
16,5.70277724385735e+17,1.0,nan,0.6307488939105613,Virgin America,ItzBrianHunty,0.0,virginamerica excit first cross countri flight lax mco ive heard noth great thing virgin america 29daystogo,"[37.7790262, -122.419906]",2015-02-24 09:42:59 -0800,"San Francisco, California",Pacific Time (US & Canada),2
17,5.70276917301137e+17,1.0,Bad Flight,1.0,Virgin America,heatherovieda,0.0,virginamerica flew nyc sfo last week couldnt fulli sit seat due two larg gentleman either side help,"[40.7587979, -73.9623427]",2015-02-24 09:39:46 -0800,"New York City, New York",Eastern Time (US & Canada),0
18,5.70270684619923e+17,1.0,nan,0.6307488939105613,Virgin America,thebrandiray,0.0,fli virginamerica,"[45.1960403, -63.1653789]",2015-02-24 09:15:00 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),2
19,5.70267956648792e+17,1.0,nan,0.6307488939105613,Virgin America,JNLpierce,0.0,virginamerica know would amazingli awesom bosfll pleas want fli,"[-0.2201641, -78.5123274]",2015-02-24 09:04:10 -0800,Quito,Quito,2
20,5.70265883513385e+17,0.6705,Can't Tell,0.3614,Virgin America,MISSGJ,0.0,virginamerica first fare may three time carrier seat avail select,"[37.5780965, -122.3473099]",2015-02-24 08:55:56 -0800,Burlingame,nan,0
21,5.70264145116819e+17,1.0,nan,0.6307488939105613,Virgin America,DT_Les,0.0,virginamerica love graphic,"[40.74804263, -73.99295302]",2015-02-24 08:49:01 -0800,Burlingame,nan,2
22,5.70259420287869e+17,1.0,nan,0.6307488939105613,Virgin America,ElvinaBeck,0.0,virginamerica love hipster innov feel good brand,"[37.7790262, -122.419906]",2015-02-24 08:30:15 -0800,"San Francisco, California",Pacific Time (US & Canada),2
23,5.7025882229758e+17,1.0,nan,0.6307488939105613,Virgin America,rjlynch21086,0.0,virginamerica make bosgtla non stop perman anytim soon,"[40.7587979, -73.9623427]",2015-02-24 08:27:52 -0800,"New York City, New York",Eastern Time (US & Canada),1
24,5.70256553502069e+17,1.0,Customer Service Issue,0.3557,Virgin America,ayeevickiee,0.0,virginamerica guy mess seat reserv seat friend guy gave seat away want free internet,"[39.7392364, -104.984862]",2015-02-24 08:18:51 -0800,"Denver, Colorado",Mountain Time (US & Canada),0
25,5.70249102404923e+17,1.0,Customer Service Issue,1.0,Virgin America,Leora13,0.0,virginamerica statu match program appli three week call email respons,"[37.5780965, -122.3473099]",2015-02-24 07:49:15 -0800,Burlingame,nan,0
26,5.70239632807371e+17,1.0,Can't Tell,0.6614,Virgin America,meredithjlynn,0.0,virginamerica happen 2 ur vegan food option least say ur site know wont abl 2 eat anyth next 6 hr fail,"[37.5780965, -122.3473099]",2015-02-24 07:11:37 -0800,Burlingame,nan,0
27,5.70217831557677e+17,0.6854,nan,0.6307488939105613,Virgin America,AdamSinger,0.0,virginamerica miss dont worri well togeth soon,"[30.2711286, -97.7436995]",2015-02-24 05:44:59 -0800,"Austin, Texas",Central Time (US & Canada),1
28,5.70207886493782e+17,1.0,Bad Flight,1.0,Virgin America,blackjackpro911,0.0,virginamerica amaz cant get cold air vent vx358 noair worstflightev roast sfotobo,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"Burlingame, California",nan,0
29,5.70124596180955e+17,0.615,nan,0.0,Virgin America,TenantsUpstairs,0.0,virginamerica lax ewr middl seat red eye noob maneuv sendambien andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),1
30,5.70114021854212e+17,1.0,Flight Booking Problems,1.0,Virgin America,jordanpichler,0.0,virginamerica hi bked cool birthday trip cant add elev caus enter middl name flight book problem,"[48.2083537, 16.3725042]",2015-02-23 22:52:29 -0800,Vienna,Vienna,0
31,5.7009470137147e+17,1.0,nan,0.6307488939105613,Virgin America,JCervantezzz,0.0,virginamerica hour oper club sfo post onlin current,"[37.7790262, -122.419906]",2015-02-23 21:35:43 -0800,"San Francisco, California",Pacific Time (US & Canada),1
32,5.70088404156699e+17,1.0,Customer Service Issue,1.0,Virgin America,Cuschoolie1,0.0,virginamerica help left expens headphon flight 89 iad lax today seat 2a one answer lampf number lax,"[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Quito,Quito,0
33,5.70084582780899e+17,1.0,Customer Service Issue,1.0,Virgin America,amanduhmccarty,0.0,virginamerica await return phone call would prefer use onlin selfservic option,"[37.7790262, -122.419906]",2015-02-23 20:55:30 -0800,San Francisco,Pacific Time (US & Canada),0
34,5.70076792993612e+17,1.0,nan,0.6307488939105613,Virgin America,NorthTxHomeTeam,0.0,virginamerica great news america could start flight hawaii end year via pacificbiznew,"[33.2145038, -96.9321504]",2015-02-23 20:24:33 -0800,"Austin, Texas",Central Time (US & Canada),2
35,5.70051991277343e+17,0.6207,nan,0.6307488939105613,Virgin America,miaerolinea,0.0,nice rt virginamerica vibe moodlight takeoff touchdown moodlitmonday sciencebehindtheexperi,"[10.5060934, -66.9146008]",2015-02-23 18:46:00 -0800,Caracas,Caracas,1
36,5.70051381534396e+17,1.0,nan,0.6307488939105613,Virgin America,Nicsplace,0.0,virginamerica moodlight way fli best experi ever cool calm moodlitmonday,"[37.5780965, -122.3473099]",2015-02-23 18:43:35 -0800,"Burlingame, California",nan,2
37,5.70045393565692e+17,1.0,nan,0.6307488939105613,Virgin America,Nicsplace,0.0,virginamerica freddieaward done done best airlin around hand,"[37.5780965, -122.3473099]",2015-02-23 18:19:47 -0800,"Burlingame, California",nan,2
38,5.70038941497193e+17,0.6791,nan,0.0,Virgin America,elisha_malulani,0.0,virginamerica book flight hawaii,"[37.7790262, -122.419906]",2015-02-23 17:54:09 -0800,"San Francisco, California",Pacific Time (US & Canada),1
39,5.70035876845085e+17,1.0,Customer Service Issue,1.0,Virgin America,DannyDouglass,0.0,virginamerica chat support work site,"[37.7790262, -122.419906]",2015-02-23 17:41:58 -0800,"San Francisco, California",Pacific Time (US & Canada),0
40,5.70033593394668e+17,0.6639,nan,0.6307488939105613,Virgin America,jamesferrandini,0.0,virginamerica view downtown lo angel hollywood sign beyond rain mountain,"[37.5780965, -122.3473099]",2015-02-23 17:32:54 -0800,Burlingame,nan,2
41,5.70025482344899e+17,0.6688,Flight Booking Problems,0.6688,Virgin America,will_lenzenjr,0.0,virginamerica hey first time flyer next week excit im hard time get flight ad elev account help,"[30.2711286, -97.7436995]",2015-02-23 17:00:40 -0800,"Austin, Texas",Central Time (US & Canada),0
42,5.70016304284901e+17,1.0,nan,0.6307488939105613,Virgin America,GottAmanda,0.0,virginamerica plz help win bid upgrad flight 227 laxgtsea,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,"Burlingame, California",nan,1
43,5.70015408788415e+17,0.6578,nan,0.0,Virgin America,KGervaise,0.0,virginamerica unus ticket move new citi dont fli fli expir travelhelp,"[37.7790262, -122.419906]",2015-02-23 16:20:38 -0800,"San Francisco, California",Pacific Time (US & Canada),1
44,5.70013523650048e+17,1.0,nan,0.6307488939105613,Virgin America,papamurat,0.0,virginamerica flight leav dalla seattl time feb 24,"[37.5780965, -122.3473099]",2015-02-23 16:13:09 -0800,Burlingame,nan,1
45,5.7001225754907e+17,1.0,nan,0.6307488939105613,Virgin America,arieldaie,0.0,virginamerica im elevategold good reason rock,"[37.5780965, -122.3473099]",2015-02-23 16:08:07 -0800,"Burlingame, California",nan,2
46,5.70011341483844e+17,0.6799,nan,0.6307488939105613,Virgin America,vacations7,0.0,virginamerica dream,"[37.5780965, -122.3473099]",2015-02-23 16:04:28 -0800,"Burlingame, California",nan,1
47,5.70010571707257e+17,1.0,nan,0.6307488939105613,Virgin America,ChelseaPoe666,0.0,virginamerica wow blew mind,"[45.1960403, -63.1653789]",2015-02-23 16:01:25 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),2
48,5.70010539499393e+17,1.0,nan,0.6307488939105613,Virgin America,BobGlavinVO,0.0,virginamerica ladygaga carrieunderwood last night tribut soundofmus oscars2015 ladygaga think carrieunderwood agre,"[40.7587979, -73.9623427]",2015-02-23 16:01:17 -0800,"New York City, New York",Eastern Time (US & Canada),1
49,5.70009713447825e+17,0.6436,nan,0.6307488939105613,Virgin America,lisaaiko,0.0,virginamerica ladygaga carrieunderwood entertain,"[37.5780965, -122.3473099]",2015-02-23 15:58:00 -0800,Burlingame,nan,1
50,5.70009035455345e+17,0.6764,nan,0.0,Virgin America,grantbrowne,0.0,virginamerica flight 769 way suppos take 30 minut ago websit still show time flight thank,"[30.2711286, -97.7436995]",2015-02-23 15:55:18 -0800,"Austin, Texas",Central Time (US & Canada),1
51,5.70006886012973e+17,0.657,nan,0.6307488939105613,Virgin America,joyabsalon,0.0,virginamerica ladygaga carrieunderwood juli andrew way though ladygaga impress carrieunderwood,"[40.7587979, -73.9623427]",2015-02-23 15:46:46 -0800,"New York City, New York",Eastern Time (US & Canada),2
52,5.70004391731847e+17,1.0,nan,0.6307488939105613,Virgin America,2v,0.0,virginamerica wish flew atlanta soon,"[40.7587979, -73.9623427]",2015-02-23 15:36:51 -0800,"New York City, New York",Eastern Time (US & Canada),1
53,5.70001194900427e+17,0.7118,nan,0.0,Virgin America,KSmithFoundHere,0.0,virginamerica ladygaga carrieunderwood juli andrew hand,"[45.1960403, -63.1653789]",2015-02-23 15:24:09 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),1
54,5.70000071644873e+17,1.0,nan,0.6307488939105613,Virgin America,papamurat,0.0,virginamerica flight leav dalla la februari 24th,"[37.5780965, -122.3473099]",2015-02-23 15:19:41 -0800,Burlingame,nan,1
55,5.69996412286583e+17,0.6939,Flight Booking Problems,0.6939,Virgin America,murphicus,0.0,virginamerica hi im excit 99 lgagtdal deal ive tri 2 book sinc last week amp page never load thx,"[40.7587979, -73.9623427]",2015-02-23 15:05:09 -0800,"New York City, New York",Eastern Time (US & Canada),0
56,5.69996245462159e+17,1.0,nan,0.6307488939105613,Virgin America,VinnieFerra,0.0,virginamerica know need spotifi stat guiltypleasur,"[37.7790262, -122.419906]",2015-02-23 15:04:29 -0800,"San Francisco, California",Pacific Time (US & Canada),2
57,5.69990222609412e+17,0.635,nan,0.6307488939105613,Virgin America,KevinDemsi,0.0,virginamerica ladygaga carrieunderwood im ladi gaga amaz,"[3.1516964, 101.6942371]",2015-02-23 14:40:33 -0800,Kuala Lumpur,Kuala Lumpur,2
58,5.69990163209851e+17,0.7007,nan,0.6307488939105613,Virgin America,giffgaffman,0.0,virginamerica ladygaga carrieunderwood carri,"[37.5780965, -122.3473099]",2015-02-23 14:40:19 -0800,"Burlingame, California",nan,1
59,5.69989504431317e+17,1.0,nan,0.6307488939105613,Virgin America,HanlonBrothers,0.0,virginamerica new market song let us know think,"[-27.4689682, 153.0234991]",2015-02-23 14:37:42 -0800,Brisbane,Brisbane,1
60,5.69989321698075e+17,1.0,nan,0.6307488939105613,Virgin America,emilybg78,0.0,virginamerica ladygaga carrieunderwood juli andrew first ladi gaga wowd last night carri meh,"[34.395342, -111.763275]",2015-02-23 14:36:58 -0800,Arizona,Arizona,1
61,5.69989034501501e+17,1.0,Customer Service Issue,1.0,Virgin America,rachie1126,0.0,virginamerica call 34 week ago ad 3 flight 2014 elevatethey still havent shown uphelp,"[40.7587979, -73.9623427]",2015-02-23 14:35:50 -0800,"New York City, New York",Eastern Time (US & Canada),0
62,5.69987622484849e+17,0.6858,nan,0.6307488939105613,Virgin America,adawson66,0.0,virginamerica ladygaga carrieunderwood great go carrieunderwood,"[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,Burlingame,nan,1
63,5.69986782567072e+17,1.0,nan,0.6307488939105613,Virgin America,SocialPLC,0.0,virginamerica ladygaga carrieunderwood sorri mari martin first,"[40.7587979, -73.9623427]",2015-02-23 14:26:53 -0800,"New York City, New York",Eastern Time (US & Canada),1
64,5.69986348041548e+17,1.0,nan,0.6307488939105613,Virgin America,jeffreymace01,0.0,virginamerica ladygaga carrieunderwood love three realli cant beat classic,"[37.5780965, -122.3473099]",2015-02-23 14:25:09 -0800,Burlingame,nan,2
65,5.69982307634795e+17,0.6814,nan,0.0,Virgin America,1stcrown,0.0,virginamerica flight 0736 dal dca 224 210pm tri check could statu pleas,"[30.2711286, -97.7436995]",2015-02-23 14:09:06 -0800,"Austin, Texas",Central Time (US & Canada),1
66,5.69976620158579e+17,1.0,Customer Service Issue,1.0,Virgin America,onerockgypsy,0.0,virginamerica heyyyi guyyyi tri get hour someon call pleas,"[37.7790262, -122.419906]",2015-02-23 13:46:30 -0800,"San Francisco, California",Pacific Time (US & Canada),0
67,5.69973821396152e+17,1.0,Late Flight,0.6789,Virgin America,noelduan,0.0,virginamerica hi virgin im hold 4050 minut earlier flight la nyc tonight earlier 1150pm,"[40.7587979, -73.9623427]",2015-02-23 13:35:23 -0800,"New York City, New York",Eastern Time (US & Canada),0
68,5.69972508499284e+17,0.6922,nan,0.6307488939105613,Virgin America,Travelzoo,0.0,virginamerica congrat win travelzoo award best deal airlin us,"[37.7790262, -122.419906]",2015-02-23 13:30:10 -0800,"San Francisco, California",Pacific Time (US & Canada),2
69,5.69967019958731e+17,1.0,Lost Luggage,1.0,Virgin America,gianagon,0.0,virginamerica everyth fine lost bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,"New York City, New York",Eastern Time (US & Canada),0
70,5.69961866224652e+17,1.0,nan,0.6307488939105613,Virgin America,bxchen,0.0,virginamerica need chang reserv virgin credit card need modifi phone waiv chang fee onlin,"[40.7587979, -73.9623427]",2015-02-23 12:47:52 -0800,"New York City, New York",Eastern Time (US & Canada),1
71,5.69949891163615e+17,0.6492,nan,0.0,Virgin America,seimatrun,0.0,virginamerica email custom servic team let know need track number,"[37.5780965, -122.3473099]",2015-02-23 12:00:17 -0800,"Burlingame, California",nan,1
72,5.69948966873371e+17,1.0,nan,0.6307488939105613,Virgin America,jamied7,0.0,virginamerica hi book flight need add baggag,"[51.5073359, -0.12765]",2015-02-23 11:56:37 -0800,London,London,1
73,5.69946362126602e+17,1.0,Flight Attendant Complaints,0.3516,Virgin America,seimatrun,0.0,virginamerica airlin awesom lax loft need step game 40 dirti tabl floor,"[37.5780965, -122.3473099]",2015-02-23 11:46:16 -0800,"Burlingame, California",nan,0
74,5.69942903683813e+17,1.0,nan,0.6307488939105613,Virgin America,mrmichaellay,0.0,virginamerica worri great ride new plane great crew airlin like,"[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,"New York City, New York",Eastern Time (US & Canada),2
75,5.69941957490774e+17,1.0,nan,0.6307488939105613,Virgin America,TaylorLumsden,0.0,virginamerica awesom flew yall sat morn way correct bill,"[39.7392364, -104.984862]",2015-02-23 11:28:46 -0800,"Denver, Colorado",Mountain Time (US & Canada),2
76,5.69940834994401e+17,1.0,nan,0.6307488939105613,Virgin America,campusmoviefest,0.0,virginamerica watch best student film countri 35000 feet cmfat35000feet,"[40.7587979, -73.9623427]",2015-02-23 11:24:18 -0800,"New York City, New York",Eastern Time (US & Canada),1
77,5.69940323746517e+17,1.0,nan,0.6307488939105613,Virgin America,TaylorLumsden,0.0,virginamerica first time fli differ ratepolici media bag thank,"[39.7392364, -104.984862]",2015-02-23 11:22:16 -0800,"Denver, Colorado",Mountain Time (US & Canada),1
78,5.69935232033366e+17,1.0,Customer Service Issue,1.0,Virgin America,meme_meng,0.0,virginamerica go custom servic anyway speak human asap thank,"[37.5780965, -122.3473099]",2015-02-23 11:02:02 -0800,Burlingame,nan,0
79,5.69934395865494e+17,1.0,nan,0.6307488939105613,Virgin America,kyle_romanoff,0.0,virginamerica happen doom,"[37.5780965, -122.3473099]",2015-02-23 10:58:43 -0800,Burlingame,nan,1
80,5.69933816963342e+17,1.0,Customer Service Issue,1.0,Virgin America,GunsNDip,0.0,virginamerica cant supp biz travel like southwestair custom servic like jetblu neverflyvirginforbusi,"[37.7790262, -122.419906]",2015-02-23 10:56:25 -0800,San Francisco,Pacific Time (US & Canada),0
81,5.69933777931145e+17,1.0,nan,0.6307488939105613,Virgin America,artisticwritr87,0.0,virginamerica ive appli member inflight crew teamim 100 interest flightattend dreampath g,"[37.7790262, -122.419906]",2015-02-23 10:56:16 -0800,"San Francisco, California",Pacific Time (US & Canada),2
82,5.6993340550631e+17,0.6792,Late Flight,0.3477,Virgin America,arieldaie,0.0,virginamerica your best whenev begrudgingli use airlin im delay late flight,"[37.5780965, -122.3473099]",2015-02-23 10:54:47 -0800,"Burlingame, California",nan,0
83,5.69933360564343e+17,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0.0,virginamerica interest fli cancel flight next four flight plannedneverflyvirginforbusi,"[37.7790262, -122.419906]",2015-02-23 10:54:36 -0800,San Francisco,Pacific Time (US & Canada),0
84,5.69929243146088e+17,1.0,Can't Tell,1.0,Virgin America,GunsNDip,0.0,virginamerica disappoint experi share everi busi travel meet neverflyvirgin,"[37.7790262, -122.419906]",2015-02-23 10:38:14 -0800,San Francisco,Pacific Time (US & Canada),0
85,5.69926998824395e+17,1.0,Flight Booking Problems,1.0,Virgin America,jsatk,0.0,virginamerica im troubl ad flight wife book elev account help,"[37.7790262, -122.419906]",2015-02-23 10:29:19 -0800,"San Francisco, California",Pacific Time (US & Canada),0
86,5.6992339499042e+17,0.6705,nan,0.0,Virgin America,serenaklal,0.0,virginamerica cant bring reserv onlin use flight book problem code,"[40.7587979, -73.9623427]",2015-02-23 10:15:00 -0800,"New York City, New York",Eastern Time (US & Canada),1
87,5.69922008588222e+17,1.0,nan,0.6307488939105613,Virgin America,openambit1,0.0,virginamerica random q what distribut elev avatar bet kitti disproportion share,"[37.5780965, -122.3473099]",2015-02-23 10:09:30 -0800,Burlingame,nan,1
88,5.69920824905306e+17,0.6545,nan,0.0,Virgin America,cabowine,0.0,virginamerica lt3 fli va life happen tri chang trip jperhi helpva home page let,"[34.395342, -111.763275]",2015-02-23 10:04:47 -0800,Arizona,Arizona,1
89,5.69919041244148e+17,1.0,Can't Tell,0.6513,Virgin America,MaryAnnTaylorT,0.0,virginamerica site back,"[34.395342, -111.763275]",2015-02-23 09:57:42 -0800,Arizona,Arizona,0
90,5.69915941192016e+17,1.0,nan,0.6307488939105613,Virgin America,RamotControl,0.0,virginamerica rnp yeah know,"[37.7790262, -122.419906]",2015-02-23 09:45:23 -0800,San Francisco,Pacific Time (US & Canada),1
91,5.69913339427435e+17,0.6639,nan,0.0,Virgin America,losermelon,0.0,virginamerica hi get point elev account recent flight add flight point account,"[37.5780965, -122.3473099]",2015-02-23 09:35:03 -0800,Burlingame,nan,1
92,5.69911816937034e+17,1.0,Cancelled Flight,1.0,Virgin America,AlisonK33774854,0.0,virginamerica like tv interest video disappoint cancel flightl flight flight went jfk saturday,"[37.5780965, -122.3473099]",2015-02-23 09:29:00 -0800,Burlingame,nan,0
93,5.69911674158731e+17,1.0,Late Flight,1.0,Virgin America,GunsNDip,0.0,virginamerica land lax hour late flight bag check busi travel friendli nomorevirgin,"[37.7790262, -122.419906]",2015-02-23 09:28:26 -0800,San Francisco,Pacific Time (US & Canada),0
94,5.69911218942517e+17,0.6765,nan,0.0,Virgin America,yazdanagh,0.0,virginamerica flight 345 redirect,"[37.5780965, -122.3473099]",2015-02-23 09:26:37 -0800,Burlingame,nan,1
95,5.69910981868061e+17,1.0,Customer Service Issue,0.6863,Virgin America,MerchEngines,0.0,virginamerica websit btw new websit isnt great user experi time anoth redesign,"[34.395342, -111.763275]",2015-02-23 09:25:41 -0800,Arizona,Arizona,0
96,5.69909224521642e+17,1.0,Customer Service Issue,0.6771,Virgin America,ColorCartel,0.0,virginamerica cant check add bag websit isnt work ive tri desktop mobil,"[39.7392364, -104.984862]",2015-02-23 09:18:42 -0800,"Denver, Colorado",Mountain Time (US & Canada),0
97,5.6990733648502e+17,1.0,Can't Tell,0.659,Virgin America,MustBeSpoken,0.0,virginamerica let 2 scan passeng leav plane told someon remov bag 1st class bin uncomfort,"[37.5780965, -122.3473099]",2015-02-23 09:11:12 -0800,Burlingame,nan,0
98,5.6989680561109e+17,1.0,Flight Booking Problems,0.6714,Virgin America,mattbunk,0.0,virginamerica phone number cant find call flight reserv,"[40.7587979, -73.9623427]",2015-02-23 08:29:21 -0800,"New York City, New York",Eastern Time (US & Canada),0
99,5.69894449620369e+17,1.0,Customer Service Issue,1.0,Virgin America,louisjenny,0.0,virginamerica anyon anyth today websit useless one answer phone,"[-0.2201641, -78.5123274]",2015-02-23 08:19:59 -0800,Quito,Quito,0
100,5.6989440700194e+17,1.0,nan,0.6307488939105613,Virgin America,STravelsW,0.0,virginamerica tri add boy princ ressi sf thursday virginamerica lax,"[37.5780965, -122.3473099]",2015-02-23 08:19:49 -0800,"Burlingame, California",nan,1
101,5.69892199690678e+17,1.0,Late Flight,0.6882,Virgin America,GunsNDip,0.0,virginamerica must travel miss flight late flight check bag miss morn appoint lost busi sfo2lax,"[37.7790262, -122.419906]",2015-02-23 08:11:03 -0800,San Francisco,Pacific Time (US & Canada),0
102,5.69891469210755e+17,1.0,nan,0.6307488939105613,Virgin America,joeyrenagade,0.0,virginamerica check new music,"[37.5780965, -122.3473099]",2015-02-23 08:08:08 -0800,"Burlingame, California",nan,1
103,5.69891436100874e+17,0.6925,Late Flight,0.3521,Virgin America,mrmichaellay,0.0,virginamerica how direct flight fllgtsfo unexpect layov vega 4 fuel yet peep next bought vega flight sneaki,"[40.7587979, -73.9623427]",2015-02-23 08:08:01 -0800,"New York City, New York",Eastern Time (US & Canada),0
104,5.69887310713479e+17,1.0,Late Flight,0.3486,Virgin America,GunsNDip,0.0,virginamerica late flight bag check lost busi miss flight apt three peopl flight exp,"[37.7790262, -122.419906]",2015-02-23 07:51:37 -0800,San Francisco,Pacific Time (US & Canada),0
105,5.69887049446076e+17,1.0,nan,0.6307488939105613,Virgin America,TheDuchessSF,0.0,virginamerica amaz custom servic raeann sf she best customerservic virginamerica fli,"[37.7790262, -122.419906]",2015-02-23 07:50:35 -0800,"San Francisco, California",Pacific Time (US & Canada),2
106,5.69884551712887e+17,1.0,Customer Service Issue,1.0,Virgin America,BeLeather,0.0,virginamerica call servic line hung awesom sarcasm,"[37.7790262, -122.419906]",2015-02-23 07:40:39 -0800,San Francisco,Pacific Time (US & Canada),0
107,5.69884407852438e+17,1.0,Flight Booking Problems,0.6366,Virgin America,BeLeather,0.0,virginamerica site trip im tri check im get plain text version reluct enter card info,"[37.7790262, -122.419906]",2015-02-23 07:40:05 -0800,San Francisco,Pacific Time (US & Canada),0
108,5.69881548515709e+17,0.6593,nan,0.0,Virgin America,drcaseydrake,0.0,virginamerica schedul sfo 2 dal flight 714 today chang 24th due weather look like flight still,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Burlingame, California",nan,1
109,5.69873669700358e+17,0.6823,nan,0.0,Virgin America,flyfromWAS,0.0,virginamerica getaway deal may 59 oneway lot cool citi cheapflight farecompar,"[40.7587979, -73.9623427]",2015-02-23 06:57:25 -0800,"New York City, New York",Eastern Time (US & Canada),2
110,5.69873668131717e+17,1.0,nan,0.6307488939105613,Virgin America,flyfromSEA,0.0,virginamerica getaway deal may 59 oneway lot cool citi cheapflight farecompar,"[30.2711286, -97.7436995]",2015-02-23 06:57:24 -0800,"Austin, Texas",Central Time (US & Canada),1
111,5.69873665640292e+17,0.6806,nan,0.6307488939105613,Virgin America,flyfromNYC,0.0,virginamerica getaway deal may 59 oneway lot cool citi cheapflight farecompar,"[30.2711286, -97.7436995]",2015-02-23 06:57:24 -0800,"Austin, Texas",Central Time (US & Canada),2
